Token,Item Name,Customer-facing Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Preselect First Variation,Option Name 1,Option Value 1,Enabled CornerCAD,Current Quantity CornerCAD,New Quantity CornerCAD,Stock Alert Enabled CornerCAD,Stock Alert Count CornerCAD,Price CornerCAD,"Enabled Unique Creations by Lisa C, LLC","Current Quantity Unique Creations by Lisa C, LLC","New Quantity Unique Creations by Lisa C, LLC","Stock Alert Enabled Unique Creations by Lisa C, LLC","Stock Alert Count Unique Creations by Lisa C, LLC","Price Unique Creations by Lisa C, LLC",Modifier Set - Customize your fidget,Modifier Set - Flag Earrings,Modifier Set - Fruit Earrings,Modifier Set - Mobius Fidgets,Modifier Set - Scale Mail,Modifier Set - Select your custom colors
A342WZ2BKKQ2PXJPF3UWEITL,Barrel Weave Bracelet,,Mardi Gras,UCL-BRA-0002-MAGR,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
WTTEGKM4YDDMS46KB27CAOFU,Barrel Weave Bracelet,,Feeling Popular,UCL-BRA-0002-FEPO,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
BPYISLV4GBQVBXXKKOVASLCE,Bead Braclet,,,UCL-BRA-0003,colorful red and black design,Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,,,Y,30.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
23P57GLZGASCQVR6SWT4XHEC,Bead Earrings,,Regular,UCL-EAR-0001,"These earrings showcase an elegant design that seamlessly blends sophistication with versatility. Crafted from high-quality materials, they ensure durability and long-lasting wear. Perfect for both everyday outfits and special occasions, they add a refined touch to any ensemble.",Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,10.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
S5VVTMLBB5GAFO7J43AUP653,Box Weave Bracelet,,Regular,UCL-BRA-0004,"The is Box Weave Bracelet, handcrafted with precision, showcasing intricate Box Bead detailing. Made with high-quality materials, it offers durability and a comfortable fit. Its unique design makes it a versatile accessory for casual and formal wear.",Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,,,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
I4XBQMX2A7A76MRHGELDVSGY,Box Weave Bracelet,,Blue/Black,UCL-BRA-0004-BLBL,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
LIKGAK366BTOD4G4BQXFDRHM,Bracelet,,Regular,UCL-BRA-0005,,Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,N,Y,Y,25.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
QBXHHPAOQA6ALXKINA7ZKM2G,Butterfly Earrings,,Regular,UCL-EAR-0002,"These butterfly earrings feature a beautiful, delicate design that captures the elegance of nature. A unique gift idea, they are crafted to complement any outfit with a touch of charm.",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
IS4K5JCIK2LRITBIRCIDOMDM,Byzantine Capture with Glow N Dark Beads,,Custom,UCL-CHN-0001-CUST,,Chainmail,Chainmail,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
T7TEWRRO5KZOMPODOPERLUTN,Byzantine Capture with Glow N Dark Beads,,"Red, White & Blue Glow",UCL-CHN-0001-REWH,,Chainmail,Chainmail,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
WACKQX5KIYRR5NIXXESGN5K3,Byzantine Capture with Glow N Dark Beads,,Aqua/Peach Glow,UCL-CHN-0001-AQPE,,Chainmail,Chainmail,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
WEKMS4TP72Y3HBMSNZ4ZRCUX,Byzantine Chainmail Bracelet,,6 inches,UCL-BRA-0006-6IN,"Byzantine  bracelets feature an intricate, interwoven design crafted from durable materials for long-lasting wear. With an adjustable fit, they offer both style and comfort for any occasion.

Colorful Byzantine Chainmail Bracelet created from your choice of 2 colors from anodized aluminum making it lightweight as well as beautiful!

Details
• Hypoallergenic, anodized and bright aluminum
• Will not tarnish
• Perfect for 24/7 wear
• Super lightweight yet sturdy
• Variety of sizes to fit everyone.

* For best fitting results, please measure your wrist or ankle and add 1/2"".

WHY ALUMINUM?
Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.",Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,Size,6 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
SI35YLIKAW4AHTDUX3FKCSPO,Byzantine Chainmail Bracelet,,6.5 inches,UCL-BRA-0006-65IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,6.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
BQP6QX6VEYIMUJBLP43UWFGY,Byzantine Chainmail Bracelet,,7 inches,UCL-BRA-0006-7IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,7 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
6UFI3QLBZUWTYX3PNBIARMGM,Byzantine Chainmail Bracelet,,7.5 inches,UCL-BRA-0006-75IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,7.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
AJ7ECHA5GQPJ6GAIXJHYN36J,Byzantine Chainmail Bracelet,,8 inches,UCL-BRA-0006-8IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,8 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
N62ZRV2OHYRYG4J3SQ4MSV7K,Byzantine Chainmail Bracelet,,8.5 inches,UCL-BRA-0006-85IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,8.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
EHX66347G7K5S7DU2FILWJSB,Byzantine Chainmail Bracelet,,9 inches,UCL-BRA-0006-9IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,9 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
EF4R2BMRGXJCAIIK3GCLBZBQ,Byzantine Chainmail Bracelet,,9.5 inches,UCL-BRA-0006-95IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,9.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
6Y7K25ALYEERZVU5KJBHRJIG,Byzantine Chainmail Bracelet,,10 inches,UCL-BRA-0006-10IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,10 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
QSQFIXQ4SRM4W7DCVVB735NM,Byzantine Chainmail Bracelet,,Snowflake,UCL-BRA-0006-SNOW,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,Snowflake,N,,,,,,Y,,,,,,N,N,N,N,N,Y
NFT6KADNL5VFXQD44OK3IADE,Byzantine Chainmail Bracelet,,Red Delight,UCL-BRA-0006-REDE,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,Red Delight,N,,,,,,Y,,,,,,N,N,N,N,N,Y
BDONT5453KVCQBOL5RM5NWBU,Celtic Line / Helm Earrings,,Teal/Black,UCL-EAR-0003-TEBL,"<p>Indulge in the exquisite beauty of our Celtic Line Earring, crafted with a unique design that exudes elegance and charm. Made from high-quality materials, these earrings are the perfect accessory to elevate any outfit with their versatile style. Enhance your look with a touch of Celtic-inspired sophistication today! </p><p><br/></p><p><strong>Details</strong></p><p>• Hypoallergenic, anodized and bright aluminum</p><p>• Will not tarnish</p><p>• Perfect for 24/7 wear</p><p>• Super lightweight yet sturdy</p><p>• Variety of sizes to fit everyone.</p><p><br/></p><p>* For best fitting results, please measure your wrist or ankle and add 1/2&#34;.</p><p><br/></p><p>WHY ALUMINUM?</p><p>Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.</p><p><br/></p><p>CARING FOR YOUR ITEM:</p><p>The easiest way to clean your chainmail item is to soak it in warm water and blue Dawn dish soap. Let it sit for a few minutes, swish it around a little and clean it with a toothbrush or soft cloth if extra detailing is needed. Pat dry with a soft cloth and should be just like new!</p>",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
465JVS3X7U6BA4OGEXRFWH2Q,Celtic Line / Helm Earrings,,Blue/Orange,UCL-EAR-0003-BLOR,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
CTTUDL6AFPHCUJT3TBR7FUZ7,Celtic Line / Helm Earrings,,Green/Orange,UCL-EAR-0003-GROR,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
FSLHKJBKZ4XABGER3JPRAXGT,Celtic Line / Helm Earrings,,Black/Orange,UCL-EAR-0003-BLOR-2,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
GJCJ36ZR2WSW5EP2BCUAP5KY,Celtic Line / Helm Earrings,,Custom,UCL-EAR-0003-CUST,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
QC7WF5O27XVEU52CR5ESPLOX,Celtic Star Earrings,,Custom,UCL-EAR-0004-CUST,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
GAMH6NC43MHG3GTPBXCA7RBY,Celtic Star Earrings,,Garnet/Gold,UCL-EAR-0004-GAGO,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
O7WNFN24DNIAAUPG5FABNZHK,Celtic Star Earrings,,Dark Pink/Light Pink,UCL-EAR-0004-DAPI,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
45U4SKBZ5VCJLBXJ6RP4MOF5,Chainmail Bat Necklace,,Regular,UCL-NEC-0002,,Necklaces,Necklaces,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
43BJ4QXJGAYEBAVP7VSMEGZI,Chainmail Snake,,,UCL-FIG-0001,Large chainmail snake with ruby red eyes,3D Printed,3D Printed,,,,,visible,Physical good,,,,Y,,,Y,42.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
ONXRM53X6DIG4MO5OQPAFB7M,Children’s bracelet,,Regular,UCL-BRA-0007,,Bracelets,Bracelets,,,,,hidden,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
QJ376PTYAPAPRXSGPSCKRFGA,Christmas Tree Earring,,,UCL-EAR-0005,Get into the holiday spirit with these Christmas Tree Earrings! Their festive design and sparkling details make them the perfect accessory to elevate your holiday outfits. Add a touch of festive cheer to your look with these adorable earrings!,Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,35.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
Y45ZE4QQXZX3AD6FP3KJVIHE,Christmas earrings,,Regular,UCL-EAR-0006,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7SRHONWOFCYH2EK4CWFCEYDO,Clocks,,,CAD-CLK-0001,,3D Printed,3D Printed,,,,,visible,Physical good,,,,Y,,,Y,35.00,,N,,N,,N,N,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
3EBGHVL3LW3W5ZVTVMFG2SKV,Coasters,,Regular,CAD-COA-0001,,Coasters,Coasters,,,,,visible,Physical good,,,,Y,N,N,Y,24.00,,N,,N,,N,N,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
LKSSYKFFMMKDTNDAZ7HW4T5Y,Cobblestone Bracelet,,Custom,UCL-BRA-0008-CUST,"Cobblestone seed beads feature a uniform shape and durable finish, ideal for intricate jewelry-making and beadwork projects. Their consistent size and high-quality craftsmanship ensure excellent results in every design.",Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
WSY3TAWT26JMGL4HTLFGWH22,Cobblestone Bracelet,,Orange & Blue,UCL-BRA-0008-ORBL,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
E6KDILQJHQI65FVQUDLDDS7D,Colorful Glow in the Dark Arc Pendants,,Pink & White,UCL-PEN-0001-PIWH,Illuminate your style with our colorful glow-in-the-dark Arc Pendants! These vibrant pendants feature a unique design and come in a variety of eye-catching colors. Choose from a selection of chain lengths to personalize your look. Add a touch of magic to your outfits with these mesmerizing pendants today!,Pendants,Pendants,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
6J46456V5ZJSX4JZI2GCDZVP,Colorful Glow in the Dark Arc Pendants,,Blue &Green,UCL-PEN-0001-BLGR,,Pendants,Pendants,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
YGJTXNJPDBDX463LCCSCJRO3,Colorful Glow in the Dark Arc Pendants,,Custom,UCL-PEN-0001-CUST,,Pendants,Pendants,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
QCRO2DSTCYSPDVHIWDRUGWGU,Cross,,Cross Pandant,UCL-CHM-0001-CRPA,"This cross features a versatile design crafted from durable materials, ensuring long-lasting quality. Available in stylish colors, it complements various outfits and occasions while maintaining its timeless Christian symbolism. A meaningful addition to your accessory collection or a thoughtful gift option.",Charms,Charms,,,,,visible,Physical good,,,,Y,,,Y,25.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
ZXPPRM2F75OB4JJ2Y77IBSK3,Cross,,Cross Necklace,UCL-CHM-0001-CRNE,,Charms,Charms,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
TR5GCSA7MZOATZVLBYOIAHY2,Cross,,Cross Keychain,UCL-CHM-0001-CRKE,,Charms,Charms,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
CMW3GVHCOWGZ3OCAQ34J3QPS,Cross,,Cross Clip,UCL-CHM-0001-CRCL,,Charms,Charms,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
3B6F4VHMD4IGQB6BGQLEYX4F,Crystal 2 Layered Flower,,Regular,UCL-GEM-0001,"The Crystal 2 Layered Flower is one of a kind. It features an elegant design adorned with sparkling crystals, offering a timeless and versatile accessory for any occasion. Its intricate craftsmanship ensures a unique addition to your jewelry collection.",Gemstones,Gemstones,,,,,visible,Physical good,,,,Y,N,Y,Y,40.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
TQ3D7JBNWCBJCGECXNDRUTIK,Desk Clock,,,CAD-CLK-0002,,3D Printed,3D Printed,,,,,visible,Physical good,,,,Y,,,Y,44.70,,N,,N,,N,N,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
PA5MMBQ7IADDPUDPVPIVJ5ZZ,Dragon Scale Earings,,Regular,UCL-EAR-0007,"Showcase your bold style with these Dragon Scale Earrings, featuring a unique, handcrafted design inspired by the majestic beauty of dragons. Carefully crafted with intricate detailing, they make a striking accessory for any outfit. Perfect for those who appreciate imaginative and one-of-a-kind jewelry pieces.",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,N,20.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,Y,N
PUQSAS546GH4QTNE3E64HFZI,Dragon Scale Earings,,Premium Scale,UCL-EAR-0007-PRSC,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,Y,N
7FZYOYA7WRAWUFOB7H45RSNE,Dragonfly Jewelry,,Blue Spotted Wing Dragonfly Pendant,UCL-FIG-0002-BLSP,,3D Printed,3D Printed,,,,,visible,Physical good,,,,Y,N,Y,Y,15.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
JWPQHE7GRX53NR7VH43M7ONF,Dragonfly Jewelry,,Purple Dragonfly Pendant,UCL-FIG-0002-PUDR,,3D Printed,3D Printed,,,,,visible,Physical good,,,,,,,,15.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
TLZLGD7MSVCX7UVRYPBPONVP,Dragonfly Jewelry,,Dragonfly Earrings,UCL-FIG-0002-DREA,,3D Printed,3D Printed,,,,,visible,Physical good,,,,,,,,15.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
LEMVPF2DHCQIWXFZX76H77IZ,Dragonfly Pandant,,,UCL-PEN-0002,,Pendants,Pendants,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
HGY3ZEBCJBF22BVDRMQZ7SWI,Earring/Neckless set,,,UCL-EAR-0008,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,40.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
CRJEZHQDRNREOT3VSWPLZG2D,Earrings with gem bottom,,Regular,UCL-EAR-0009,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,N,Y,20.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
56236QAHJV2JQDIOSDE7KO55,Flag Earrings,,Regular,UCL-EAR-0010,"These colorful flag earrings can be created from your choice of 3 colors from anodized aluminum making it lightweight as well as beautiful!

Details
• Hypoallergenic, anodized and bright aluminum
• Will not tarnish
• Perfect for 24/7 wear
• Super lightweight yet sturdy
• Variety of sizes to fit everyone.

* For best fitting results, please measure your wrist or ankle and add 1/2"".

WHY ALUMINUM?
Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.

CARING FOR YOUR ITEM:
The easiest way to clean your chainmail item is to soak it in warm water and blue Dawn dish soap. Let it sit for a few minutes, swish it around a little and clean it with a toothbrush or soft cloth if extra detailing is needed. Pat dry with a soft cloth and should be just like new!",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,25.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
UZLHUKVSXTOKUJXJDATCGD3K,Flag Earrings,,American Flag,UCL-EAR-0010-AMFL,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
TNVLLSYGFK674DGX4JC4VG53,Flag Earrings,,Fall Fade,UCL-EAR-0010-FAFA,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
SJ5P2TV3BAMKKJ4PK7KM2GZE,Flag Earrings,,Halloween,UCL-EAR-0010-HALL,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
ALHLDJEGC47D2QO5IDY2MMCZ,Flag Earrings,,Christmas Hoilday,UCL-EAR-0010-CHHO,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
CTU25RYLQN4SFTKV345XQRZT,Fruit Earrings,,Pumpkin Earrings,UCL-EAR-0011-PUEA,Elevate your style with these stunning Apple Earrings that blend stylish design with high-quality materials for a luxurious look. Experience the perfect combination of comfort and fashion - grab your pair now and add a touch of elegance to your outfit!,Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,35.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
DZOCIHTXRFIND2HEMUICK2QD,Fruit Earrings,,Apple  Earrings,UCL-EAR-0011-APEA,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,35.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
HCQVCXOMP5T7YCY26FVIHTJD,Fruit Earrings,,Custom,UCL-EAR-0011-CUST,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,35.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
M6P73JSCNRNUXMVM6NSMJ7NM,Full Persian Bracelet,,6 inches,UCL-BRA-0009-6IN,"Full Persian bracelets feature an intricate, interwoven design crafted from durable materials for long-lasting wear. With an adjustable fit, they offer both style and comfort for any occasion.

Colorful Full Persian Chainmail Bracelet created from your choice of 2 colors from 18 gauge anodized aluminum making it lightweight as well as beautiful!

Details
• Hypoallergenic, anodized and bright aluminum
• Will not tarnish
• Perfect for 24/7 wear
• Super lightweight yet sturdy
• Variety of sizes to fit everyone.

* For best fitting results, please measure your wrist or ankle and add 1/2"".

WHY ALUMINUM?
Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.",Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,Size,6 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
NTBJNP2RSLH6K6HG2RQJ7FQM,Full Persian Bracelet,,6.5 inches,UCL-BRA-0009-65IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,6.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
